raw_character_text,spoken_words
Seymour Skinner,"Terrible, just terrible. You know, they seem to get worse every year."
Seymour Skinner,"Wonderful. You know, I think this is the best batch we've ever had. I really do. And now, here's Bart Simpson, The Boy of a Thousand Voices."
Seymour Skinner,That young man just became the Boy of a Thousand Days Detention.
Seymour Skinner,"This act is over! Well, ladies and gentlemen, I'd like to put this filth behind us, and let's all enjoy Lisa Simpson's rendition of ""Stormy Leather -- ah, Weather."""
Seymour Skinner,Let's hear it for Lisa Simpson and her wacky sax.
Seymour Skinner,"Now, boys and girls, let's welcome our special guest, Ted Carpenter from the Twirl King yo-yo company."
Seymour Skinner,People... people... Allllll right. You know I can wait just as long as you. Knock it off!
Seymour Skinner,No. Mmm... careful now...ooh... gee that one grazed my ear...
Seymour Skinner,"I saw some awful things in 'Nam, but you really have to wonder at the mentality that would desecrate a helpless puma. I never thought I'd say this, but the no-goodniks rule this school!"
Seymour Skinner,Bart Simpson on the side of law and order? Has the world gone topsy-turvy?
Seymour Skinner,"Bart, there are a lot of troublemakers in this school... and Lord knows I can't be everywhere at once."
Seymour Skinner,"Look, let's can the euphemisms, huh? No more bullspit. How would you like to be a hall monitor?"
Seymour Skinner,"I have never seen a good student take such a slide. Lisa, what are you rebelling against?"
Seymour Skinner,"Bart, you're doing a bang-up job. You know, before there were some corridors of this school you'd just never go down. Now I feel safe anywhere."
Seymour Skinner,"Bart, the school is a police state. Students are afraid to sneeze. And I have you to thank. Come with me."
Seymour Skinner,"Yes Bart, whenever a teacher confiscates something it ends up here. Salacious halter-tops, complete collections of Mad, Cracked and the occasional issue of Crazy, and this fake plastic derriere."
Seymour Skinner,"Now, to show my gratitude, I want you to help yourself to an item of your choice."
Seymour Skinner,"Oh, Things have changed. There will be no mockery of your name, Mr. Glasscock."
Seymour Skinner,"Ladies and gentlemen, the unthinkable has happened. Some sick, twisted individual has stolen every teacher's edition in this school."
Seymour Skinner,"Bart, the police haven't had any luck finding the teachers' editions."
Seymour Skinner,"Oh, Bart, I'm not sure random locker searches are permitted by the Supreme Court..."
Seymour Skinner,"Oh, answers! Answers! Simpson, you've just saved the school one hundred and twenty dollars. Who's behind this monstrous crime?"
Seymour Skinner,"I've been so blind. In retrospect, the signs all pointed to a rogue hall monitor."
Seymour Skinner,"D'oh. Now Bart, in light of your recent service to the school, I've decided to be lenient. Four hundred days detention."
Seymour Skinner,Just think what we can buy with that money. History books that know how the Korean War came out. Math books that don't have that Base six crap in them.
Seymour Skinner,"And a state of the art detention hall, where children are held in place with magnets."
Seymour Skinner,"One eraser? Oh, I'm used to my government betraying me. I was in Nam. I served for three --"
Seymour Skinner,"Well, that tears it. Until you get a license and wear your own underwear, mister, you are suspended without pay."
Seymour Skinner,I drove an all-terrain vehicle in Da Nang. I think I can handle it.
Seymour Skinner,Otto. That's one palindrome you won't be hearing for awhile.
Seymour Skinner,"HE DRINKS AND HE CUSSES / HE STINKS UP THE BUSSES/HAIL TO THE BUS DRIVER, BUS DRIVER MAN! HA HA!"
Seymour Skinner,Dum de dum... There's an opening. Too late!... Nope... Nope... That'd be cutting it a little close.
Seymour Skinner,Nonsense. One of our good citizens will slow down and wave me in.
Seymour Skinner,Samantha I've always been suspicious of transfer students... Other principals try to unload problem cases that way... Lord knows I do.
Seymour Skinner,"Yeah sure, and they told me I'd get a big parade when I got back from 'Nam. Instead they spat on me. I can still feel it searing. So, now let's just see what the permanent record has to say, shall we?"
Seymour Skinner,"Hmm... no detention... fairly good attendance record... Oh, I see you beat that bed wetting problem in the second grade."
Seymour Skinner,"Don't worry. They'll forget. Just like they forgot about me in that tiger cage for eighteen agonizing months. Every night I'd wake up screaming. Well, let's meet your classmates."
Seymour Skinner,"I think we should discuss this later, Edna. Now, it's never easy to come to a new school, so let's make her feel right at home. Please say a big elementary school hello to Samantha Stinky."
Seymour Skinner,"Attention, everyone. This is Principal Skinner. I trust you all remembered to bring in your implements of destruction."
Seymour Skinner,Somebody put a torch to these permanent records! Quickly now.
Seymour Skinner,Attention students: please clear out your lockers into the waste baskets provided.
Seymour Skinner,"Hmmm, I haven't seen such unfettered hurly-burly since the fall of Saigon. Well, William, another school year gone by."
Seymour Skinner,"Well, back to work then. Make sure to give those toilets a good scrubbing. We want the old girls sparkling when I get back."
Seymour Skinner,"Well, so did you. You got an ex-Green Beret mad."
Seymour Skinner,"Now in a moment, we'll be raffling off our grand prize..."
Seymour Skinner,"But first, our second-prize winner, and the recipient of this handsome shoe buffer....... Ned Flanders!"
Seymour Skinner,And the winner of the blimp ride is... Homer Simpson!
Seymour Skinner,"Uh, you've been flushing for twenty minutes. Is there a problem?"
Seymour Skinner,"We won't miss a minute of school, thanks to your father."
Seymour Skinner,"Bart, we'll do anything you want. Just call off your giant mechanical ants!"
Seymour Skinner,"Lisa, I know I can trust you to inventory this Glee Club peanut brittle."
Seymour Skinner,"Now, I've gotta slash 40 percent out of the budget."
Seymour Skinner,"Listen to your mother, Lisa. I owe everything I have to my mother's watchful eye... and swift hand."
Seymour Skinner,"Oh, there's mother now. Watching me. What's that, mother? They have a right to be here. It's school business. I... Mother, that sailor suit doesn't fit anymore!"
Seymour Skinner,"Some student -- possibly Bart Simpson -- has been circulating candy hearts featuring crude, off-color sentiments. Well let me tell you something, Valentine's Day is no joke..."
Seymour Skinner,"This orange drink is the only way to recoup our terrible losses from ""Fire Drill Follies."" I just don't know what went wrong."
Seymour Skinner,"Hmm. So mother was right -- it was my fault. Go ahead, water it down some more."
Seymour Skinner,"Good evening, everyone, and welcome to a wonderful evening of theater and picking up after yourselves."
Seymour Skinner,... with a thorough re-telling of the life of George Washington.
Seymour Skinner,"Well Edna, for a school with no Asian kids, I think we put on a pretty darn good science fair."
Seymour Skinner,"Over, under, in and out, that's what shoe tying's all about."
Seymour Skinner,"Lisa, every good scientist is half B.F. Skinner, and half P.T. Barnum. I don't think I need to see the other exhibits. First prize!"
Seymour Skinner,"Batten down those cowlicks... straighten that part... uncross those eyes, Mister."
Seymour Skinner,"Children, we've just been tipped off that Superintendent Chalmers is planning a surprise inspection. So let's clean up this pigsty!"
Seymour Skinner,"On another topic, the following students have won mountain bikes: Bart Simpson..."
Seymour Skinner,You may pick the bikes up in Utility Basement B.
Seymour Skinner,"Sorry about the ruse, gentlemen. You're being swept under the rug for the Superintendent's visit. Enjoy!"
Seymour Skinner,Would the world judge me harshly if I threw away the key?
Seymour Skinner,So what's the word down at One School Board Plaza?
Seymour Skinner,They were the children's idea. I tried to stop them.
Seymour Skinner,"May I interest you in a Jello brick, Sir? There's a grape in the center."
Seymour Skinner,You're not made of stone... a brick and you're... made of stone...
Seymour Skinner,Well let's pick one at random. How about that one?
Seymour Skinner,No he said what's that rattle. It's about the heating duct.
Seymour Skinner,"Well, you know what they say, sir. ""Where there's no smoke, there's no fire."""
Seymour Skinner,"There's no detention this time, Simpson. This is the end. You are expelled from Springfield Elementary!"
Seymour Skinner,"Bart, I'm very impressed at the independent learning you've displayed here."
Seymour Skinner,"Yes. Anyway, as a reward for your studying, I've decided to welcome you back to our school. You'll be reunited with your chums, Nelson, Jimbo, Dol... Oh dear God!"
Seymour Skinner,"Then we ride these bikes to Mexico -- and freedom, Willie! Freedom!"
Seymour Skinner,"Mother, get an extra-special hug ready. I've bought you a new juicer!"
Seymour Skinner,Good Lord! Flu germs entering every orifice in my head.
Seymour Skinner,"""Prisoner 24601""... Why, I wore this for two years in a Viet Cong internment center. Never thought I'd see the old girl again."
Seymour Skinner,Only one question remains gentlemen. What do we call ourselves?
Seymour Skinner,"We need a name that's witty at first, but that seems less funny each time you hear it."
Seymour Skinner,"Oh, he's with his new girlfriend. The Japanese conceptual artist."
Seymour Skinner,"Gentlemen, US Magazine just came out with its ""What's Hot and What's Not Issue."""
Seymour Skinner,"Well William, I'm back. So, how did you spend your summer?"
Seymour Skinner,I can't remember the last time we were all together.
Seymour Skinner,"Hey, everybody. Let's go sing at the hospital! FOR WE'VE GOT..."
Seymour Skinner,"Hello, Simpson. I'm riding the bus today because Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Seymour Skinner,"Now I've gotten word that a child is using his imagination, and I've come to put a stop to it."
Seymour Skinner,The only monster on this bus is a lack of proper respect for the rules.
Seymour Skinner,"Right or wrong, your behavior was still disruptive, young man. Perhaps spending the remainder of your life in a madhouse will teach you some manners."
Seymour Skinner,"I'm annoyed with you, Mother. Not just annoyed... Angry! I'm a grown man now! And I can run MY OWN LIFE!!"
Seymour Skinner,"What is it with you kids and that word? I'm going to shave you bald, young man, until you learn that hair is not a right, it's a privilege."
Seymour Skinner,"Now, I uh hesitate to bring this up, but a number of cities have rejuvenated their economies with uh, legalized gambling."
Seymour Skinner,"Uh, there is an added bonus -- some of the revenue can go to help our under-funded public schools!"
Seymour Skinner,"And special awards go to the two students who obviously had no help from their parents, Lisa Simpson and Ralph Wiggum."
Seymour Skinner,"Thank you, Edna, everyone. Now class... I wonder who among you can tell me what this is?"
Seymour Skinner,"Class, instead of going to the box factory, today we'll be going to the... box factory."
Seymour Skinner,I'll handle this. Simpson! I'm giving you 'til the count of three to come out. One... two... three. I've done all I can do.
Seymour Skinner,Now wait just a minute. That wasn't discussed with me.
Seymour Skinner,"Uh, excuse me, is there an Orange Julius stand on this floor?"
Seymour Skinner,Well why don't I drink out of a toilet bowl?
Seymour Skinner,"I know Weinstein's parents were upset, Superintendent, but, but ah, I was sure it was a phony excuse. I mean, it sounds so made up: ""Yom Kip-pur?"""
Seymour Skinner,"Children, teachers, back to your rooms! Uh-oh, whenever I get this upset, I get hiccups. Ooh, right on cue."
Seymour Skinner,"Superintendent Chalmers, you didn't have to come all the way down here. Everything's under control."
Seymour Skinner,"Now, really I hardly think the children's appearance should --"
Seymour Skinner,"Well, maybe it was for the best. Now I... I finally have time to do what I've always wanted: write the Great American Novel. Mine is about a futuristic amusement park where dinosaurs are brought to life through advanced cloning techniques!"
Seymour Skinner,"Well, let's see. Tide, Cheer, Bold, Biz, Fab, All, Gain, Wisk. I believe today I will try... Bold."
Seymour Skinner,"It was? Well, then we should get together again! Uh, say Saturday, at my house. Do you know where I live?"
Seymour Skinner,"Hmmm, a flaming bag, eh? Well, these new Italian loafers will make short work of it."
Seymour Skinner,"That's not true. I can buy a new pair. No, I can't. I needed those. I really did."
Seymour Skinner,Bum-ba-bum-bum! Ba-ba-ba-bum! Now a little more allegro than last time. Bart! Welcome! Can I offer you a Diet Caffeine-Free Dr. Pepper or an individual fruit cocktail cup?
Seymour Skinner,"Oh, that's my old unit from Vietnam. I was their Sergeant, they were my loyal troops."
Seymour Skinner,"That photo was taken shortly before I was shot in the back ... Which was very strange, because it was during a Bob Hope show. I was trying to get Joey Heatherton to put on some pants for God's sake."
Seymour Skinner,Ned Flanders actually eliminated detention and put the whole school on the honor system?
Seymour Skinner,"Oh, that place must be falling apart. Oh, mercy. Nobody's mentioned me, have they?"
Seymour Skinner,"I thought you might like this restaurant, Bart. They'll make a pizza pie with the topping of your choice."
Seymour Skinner,"No, no, Luigi, I'd like one with two seats. I'll be dining with a friend tonight."
Seymour Skinner,"""Dear Bart, your friendship during this difficult time will not be forgotten. However, I've decided to return to the only thing besides school that has ever given my life meaning -- I've re-enlisted in the United States Army. Sincerely, Sgt. Seymour Skinner."""
Seymour Skinner,"Hmm. Yes, Colonel. Now, I understand it will be my duty to mold the new recruits into a well-disciplined, highly-trained infantry unit."
Seymour Skinner,"Wait, wait, wait, wait. Where did you pick up that filth?!"
Seymour Skinner,"Yes, well, there will be no smut in my company. You're in this man's army to learn!"
Seymour Skinner,"Uh, I must admit, I do miss the school. And uh, frankly, the Army isn't quite as I remembered it."
Seymour Skinner,"Actually, it's exactly as I remembered it. I do want to come back, Bart, but it doesn't sound like Flanders is gonna get fired."
Seymour Skinner,"...Yes. Now you realize, if I become Principal again, we can no longer be friends. Unless you become a good student."
Seymour Skinner,"Yeah, well one question remains. How do I get out of the army?"
Seymour Skinner,"Dirksen, tuck in your shirt. Jaffee, spit out that gum."
Seymour Skinner,"""Please excuse my handwriting. I busted whichever hand it is I write with. Signed, Mrs. Simpson."" You were right to be suspicious, Edna. To the crime lab."
Seymour Skinner,I wish more students had agreed to these electronic tracking implants. We only had one volunteer.
Seymour Skinner,We did not! Now where's Bart? You better tell me!
Seymour Skinner,If I were a truant boy out for a good time I'd be right here. The Springfield Natural History Museum.
Seymour Skinner,"Why, there are no children here at the Four 'H' Club either! Am I so out of touch? No. It's the children who are wrong."
Seymour Skinner,"Hmm. His brand of gum--Doublemint. Trying to double your fun, eh, Bart? Well, I'll double your detention. I wish someone was around to hear that. And so we enter end game."
Seymour Skinner,"Bart Simpson, I know you cut school yesterday. And as soon as I can prove it, I'm shipping you off to the Christian Military Reform School."
Seymour Skinner,"I know you can read my thoughts, Bart. Just a little reminder: if I find out you cut class, your ass is mine. Yes, you heard me. I think words I would never say."
Seymour Skinner,I can't wait 'til the sentencing part. That's where I really shine.
Seymour Skinner,"Bart Simpson, for the heinous crime of hooky, I sentence you to a lifetime of hard labor in the cafeteria."
Seymour Skinner,"If the jury is deadlocked, they're put up in a hotel together so they can't communicate with the outside world."
Seymour Skinner,"A conjunction meaning ""in the event that"" or ""on condition that."""
Seymour Skinner,"Justice is not a frivolous thing, Simpson. It has little, if anything, to do with a disobedient whale. Now let's vote."
Seymour Skinner,"You know, we're kind of like the original ""Odd Couple."" You're the messy one and I'm..."
Seymour Skinner,"I knew it! I knew you'd slip up sooner or later, Simpson."
Seymour Skinner,"Bart, I'm impressed with what you did in there. You testified for the Quimby boy even though it was putting your own head in a noose. On the other hand, you skipped school."
Seymour Skinner,"I'm a small man in some ways, Bart. A small, petty man. Three months detention."
Seymour Skinner,I hardly think it's fair to be charged full price. I'm up to my knees in the original cast of M*A*S*H.
Seymour Skinner,"Uh, well, as a matter of fact, my refrigerator wasn't running. You spared me quite a bit of spoilage. Thank you, anonymous young man."
Seymour Skinner,"Door to door sugar? What a marvelous idea! What's that, mother? I'm just talking to the sugar man. Mother, I'm a big boy. I can do as I wish. Excuse me."
Seymour Skinner,"Ah, Diorama-rama. My favorite school event next to Hearing Test Thursday."
Seymour Skinner,"Yes, yes. Very good wrath. Ah, let's see, our foreign exchange student, Uter, has chosen ""Charlie and the Chocolate Factory"". Eh... But this is just an empty box!"
Seymour Skinner,"Bart, stop creating a diversion and get out of here!"
Seymour Skinner,"Mm, I can't wait to see this. Be ready with the ribbon."
Seymour Skinner,"Allison, is this supposed to be some kind of joke?!"
Seymour Skinner,"Oh is that so, young lady? Well, where is this phantom diorama?"
Seymour Skinner,"Ah, at least have the guts to take the blame, girl. You're only compounding your folly by lying about it."
Seymour Skinner,"Young lady, cow hearts belong in a butcher's window, not the classroom. Well, maybe in an older student's biology classroom, but that's none of my business. Elementary school is where I wound up and it's too late to do anything about that. Frankly, I'm starting to regret skipping you ahead."
Seymour Skinner,"Oh, well, that changes everything. Let's have a look. Get the ribbon ready."
Seymour Skinner,"Oh. A little sterile... no real insight. What do you think, Miss Hoover?"
Seymour Skinner,"This has been a very disappointing day. All right, on to Lisa Simpson."
Seymour Skinner,"Oh noW, we're into the dregs. Here's Ralph Wiggum's entry."
Seymour Skinner,"Prepackaged ""Star Wars"" characters still in their display box?! Are those the limited edition action figures?"
Seymour Skinner,"Why, it's Luke, and Obie-Wan... and my favorite, Chewie. They're all here! What do you think?"
Seymour Skinner,"Now, as a special send-off and a way to say ""Gung hay fat choy"" to our visiting Chinese principals, Bart Simpson has promised us a fireworks display!"
Seymour Skinner,"Now, students, I want you to be on your best behavior for this carefully-choreographed media event. Now this means there is to be no wising-off, no face-making, and no grass-eating. This means you, Ralph."
Seymour Skinner,"Bart, by special request of the Mayor's office, you are going to be left back."
Seymour Skinner,"Well, yes... but, not for four or five years. Bart, you're going to kindergarten."
Seymour Skinner,"Over here, Simpson! The detention room is dangerously overcrowded, so you'll be serving your time in the cafeteria."
Seymour Skinner,"Yes, you should have thought of that before you made that paper airplane."
Seymour Skinner,This overcrowding in detention is becoming critical. It's a powder keg waiting to go off in an explosion of unacceptable behavior.
Seymour Skinner,Wouldn't it be wonderful if there were some sort of common solution to both our problems?
Seymour Skinner,"Hmmm. Uh, Jimbo, why don't you ""assist"" Lunchlady Doris in the kitchen."
Seymour Skinner,"Hmmm. Well, perhaps I ought to let you folks in on a secret. Do you remember me telling Jimbo Jones that I'd make something of him one day?"
Seymour Skinner,"Now, that's your third helping, young man. It's making you fat and soft... and tender. Hmmm... Uh, you just cut in line, didn't you? Report to detention, Uter."
Seymour Skinner,"Oh relax, kids. I've got a gut feeling Uter's around here somewhere. After all, isn't there a little Uter in all of us? In fact, you might even say we just ate Uter and he's in our stomachs right now. Wait. Scratch that."
Seymour Skinner,"Easy there, young man. You'll only make yourself tired and stringy."
Seymour Skinner,"I'm going to enjoy devouring you, Bart Simpson. Yes... I believe I'll start, as you've so often suggested, by eating your shorts."
Seymour Skinner,"Congratulations, Simpson. You just fell for our sting and won yourself three months detention. There's no such thing as Scotchtoberfest."
Seymour Skinner,"Attention. This is Principal Skinner, your principal, with a message from the principal's office. All students please proceed immediately to an assembly in the Butthead Memorial Auditorium. Dammit I wish we hadn't let the students name that one."
Seymour Skinner,"Children, the times, they are a-becoming quite different. Test scores are at an all time low. So I've come up with these ""Academic Alerts."" You will receive one as soon as your grades start to slip in any subject. This way, your parents won't have to wait until report card time to punish you."
Seymour Skinner,"Muntz, Nelson. You're failing history, geography, and math. But ah, you're doing quite well in Home-Ec."
Seymour Skinner,"Huh, this has nothing to do with you, Simpson. I have many, many issues with my beloved smother -- mother."
Seymour Skinner,The Grand Exalted Leader requests a moment of your time. Class dismissed.
Seymour Skinner,"And now, to top off our most propane-explosion-free Science Week ever, our grand finale! The launching of a weather balloon."
Seymour Skinner,"Hurrah for science, woo? I can't say I approve of the woo, but the hurrah was quite heartening. Release the balloon."
Seymour Skinner,Whoever brings down that balloon doesn't have to learn fractions!
Seymour Skinner,It won't come down for months. Curse the man who invented helium. Curse Pierre Jules Cesar Janssen! Now to find out who did this.
Seymour Skinner,"Hmmm... blueprints of the dummy, ... notarized photos of you making the dummy... and an alternate wording for the banner: ""Buttzilla."""
Seymour Skinner,"I am going to punish you for this, Bart. And it won't just be a simple caning this time."
Seymour Skinner,"Because you have impeded science, you must now aid science. Yes. Starting tomorrow, you will assist me with my amateur astronomy. Taking down coordinates, carrying equipment and so forth. Four-thirty in the morning."
Seymour Skinner,"Ah, there's nothing more exciting than science. You get all the fun of sitting still, being quiet, writing down numbers, paying attention... Science has it all!"
Seymour Skinner,"Yes, but you won't be looking through it. I forbid it. But you don't need a telescope to enjoy astronomy, Bart. There are all the constellations you've heard so much about."
Seymour Skinner,"Well, you do have to use your imagination. Look, there's the Three Wise Men."
Seymour Skinner,Whoever discovers them. I've been hoping I could find something that would be named after me.
Seymour Skinner,"Once. But by the time I got to a phone, my discovery had already been reported by Principal Kohoutek. I got back at him though. Him and that little boy of his. Anyway... that's why I always keep a cellular phone next to me. Now, this morning we're gonna be mapping a small square of sky that's thought to be empty. It's my hope that it's not."
Seymour Skinner,"Just write down my findings as I give them to you. Six hours, nineteen minutes, right ascension, fourteen degrees, twenty-two minutes declination... No sighting."
Seymour Skinner,"Six hours, nineteen minutes, right ascension, fourteen degrees, twenty-three minutes declination... No sighting."
Seymour Skinner,"Six hours, nineteen minutes right ascension, fourteen degrees fifty-eight minutes declination... No sighting. Did you get that one, Bart?"
Seymour Skinner,"No, no there's no need for that... it's already named after me."
Seymour Skinner,"It's coming pretty close to the ground. Maybe I can catch it. Don't touch the telescope, Bart. Even a slight change in elevation can destroy a whole morning's work."
Seymour Skinner,I've got it! What are you doing? Give me that phone.
Seymour Skinner,"Attention students. It's time once again to choose a gym class for the coming term. So let's all prove how adult we can be by filing to the gym in a calm and orderly manner. Even though it's first-come first-serve, and the most popular sports fill up fast."
Seymour Skinner,"There is only one class left, but it happens to be the ""coolest"" one of all."
Seymour Skinner,You're gonna have to work hard to win this crowd over. Most of them are here as part of detention.
Seymour Skinner,Mm hm. We even bussed in troublemakers from other schools.
Seymour Skinner,I'm telling you people the earth revolves around the sun.
Seymour Skinner,We've been invited to the wedding of our only graduate to read at an adult level.
Seymour Skinner,It'd be nice to have some companionship when mother goes out on dates.
Seymour Skinner,"Edna, you know they just cut the school's budget. Besides, if I had the money, I'd fix the exhaust leak in the back. Frankly, I think it's causing some of our low test scores."
Seymour Skinner,"All right, the battlefield is just a half mile ahead. Begin braking procedure!"
Seymour Skinner,"Otto, why don't you get some more gas. Here's the 'credit card.'"
Seymour Skinner,"Bu..but we don't have that kind of money. In fact, no school could afford to..."
Seymour Skinner,"He thinks he's so hot ever since he swept the ""princi"" awards. Those things are rigged."
Seymour Skinner,"Posh. Shredded newspapers add much needed roughage and essential inks. Besides, you didn't notice the old gym mats."
Seymour Skinner,"Oh, c'mon, Edna. We both know these children have no future."
Seymour Skinner,"Well, the kids have to learn about Tek War sooner or later."
Seymour Skinner,"We'll see about that. Simpson, I always thought you were sneaky and manipulative, but now I see you're really a very sensitive little boy."
Seymour Skinner,"Attention. This is an emergency broadcast. All is well in the school. My authority as principal is total -- Hey, gimme that."
Seymour Skinner,"Yeah, in a dream world. We have a very tight budget. To do what she's asking, we'd have to raise taxes."
Seymour Skinner,"Well children, I don't know what you did to all those substitutes, but it's going to stop now. Leopold?"
Seymour Skinner,"Me? Go to my office? It's highly irregular, but all right..."
Seymour Skinner,"Let us out, Bart! / This is not funny, come on! / Bart, let us out right now!"
Seymour Skinner,"Come on! Or you are going to be very, very sorry."
Seymour Skinner,What's the point? There's no more money. Unless you've got some magic new source of revenue.
Seymour Skinner,This was a great way to make extra money. Renting out our cloakrooms to the overcrowded prison system.
Seymour Skinner,And as a bonus some of our more troublesome students might be scared straight.
Seymour Skinner,"Superintendant Chalmers, I'd like you to meet our new school nurse, Lunchlady Doris."
Seymour Skinner,"Well, in many cases the floor is the best... oh look! Here comes Lumpy, the school snake!"
Seymour Skinner,"Now I have learned that most of the orchestra is having their appendixes removed. So without further ado, I give you the remnants of the Springfield Elementary School Orchestra."
Seymour Skinner,They will be playing Stars and Stripes Forever -- hopefully not forever.
Seymour Skinner,"I didn't burn down the school. It was the butterfly, I tell you! The butterfly!"
Seymour Skinner,"Yes, indeed there is. There's an inflatable bath pillow that mother and I both enjoy. She claimed it was her day to use it. I maintain she was mistaken. We quarreled. Later, as I prepared to bathe, I noticed to my horror, that ""someone"" had slashed the pillow."
Seymour Skinner,"Well, I could send it back to Taiwan for repair, but why should I have to? I've done nothing wrong. And I don't give permission for my face to be on TV. I want it blurred."
Seymour Skinner,"Ah, is there nothing so intoxicating as the school hallway at early morn?"
Seymour Skinner,Ahh. Washbasin fresh. That funk must be coming from one of the classrooms.
Seymour Skinner,"Willie, sometime over the holiday weekend, the beloved Grade Four gerbil, er, Superdude, lost his life. I need you to air out the classroom and give Superdude a proper burial."
Seymour Skinner,"Yes. Now, to re-direct our conversation slightly, I had a few ideas on how to spend this oil money."
Seymour Skinner,"Oh mercy. Seriously though, before we draw up the budget, I believe the students and faculty have a few suggestions..."
Seymour Skinner,"That's odd. I don't have a secretary, or an intercom. But send him in."
Seymour Skinner,It was naive of you to think I would mistake this town's most prominent 104 year-old man for one of my elementary school students.
Seymour Skinner,"That hotel's a dump, and your monopoly is pathetic. The school's oil well is not for sale. Particularly to a black-hearted scoundrel like yourself!"
Seymour Skinner,"Today, Springfield Elementary embarks on a new era: an era of unbridled spending where petro-dollars will fuel our wildest educational fantasies. These young minds will enjoy every academic advantage... ...until they enter Springfield High School, which has no oil well."
Seymour Skinner,"Fine. Now, to switch on our oil pump for the very first time, here's our top student, Lisa Simpson."
Seymour Skinner,I'm afraid we've got no legal recourse against Mr. Burns and his slant- drilling operation. The oil belongs to whoever pumped it first.
Seymour Skinner,"In fact, to pay for the construction, and operation, and demolition of our new derrick, the school will have to eliminate all non-essential programs: music..."
Seymour Skinner,"Now, I did - I did go to the town meeting with the intention of ambushing Mr. Burns. When it adjourned, I rushed to the lavatory to apply my camouflage makeup..."
Seymour Skinner,"Oh yes. But, anything else he tells you is a filthy lie."
Seymour Skinner,"Students, I have an announcement. One of your favorite comic book heroes, Radio Man..."
Seymour Skinner,"Strange. I shouldn't have been able to hear that. Anyway, a Hollywood studio has decided to film the Radioactive Man movie here in Springfield."
Seymour Skinner,And they will be holding auditions to find a local youngster to play Fallout Boy.
Seymour Skinner,"Oh, and the air conditioner will be fixed this afternoon."
Seymour Skinner,What kind of parents would permit such a lapse in scalpel hygiene?
Seymour Skinner,"Lisa Simpson, report to the principal's office for head lice inspection."
Seymour Skinner,Sweet Georgia Brown! Something is rotten at the Simpson house.
Seymour Skinner,"Uh-oh. Two independent thought alarms in one day. The students are over stimulated. Willie, remove all the colored chalk from the classrooms."
Seymour Skinner,"Good morning class. A certain agitator -- for privacy's sake let's call her Lisa S. -- No, that's too obvious. Uh, let's say L. Simpson -- has raised questions about certain school policies. So in the interest of creating an open dialogue, sit silently and watch this film."
Seymour Skinner,"Now as a special treat courtesy of our friends at the Meat Council, please help yourselves to this tripe."
Seymour Skinner,"Children, I couldn't help monitoring your conversation. There's no mystery about Willie. Why, he simply disappeared... Now, let's have no more curiosity about this bizarre cover-up."
Seymour Skinner,Wheel him out quietly. It's best the children don't see him.
Seymour Skinner,...Recharge fire extinguishers. This is a free service of the fire department.
