raw_character_text,spoken_words
C. Montgomery Burns,"Hm. ""Keep that handsome owner out of sight. He's distracting the female employees."" Smithers..."
C. Montgomery Burns,"Oh! It's a real one! ""No more apples in the vending machine, please."" Well, that's almost a sentence!"
C. Montgomery Burns,"Oh, of course. And don't worry, there'll be plenty of apples for you. Nobody will take away your precious apples."
C. Montgomery Burns,"Now, now, now. Tell my secretary I said you could have a free apple. She'll make everything all right, I promise."
C. Montgomery Burns,Damned infernal gizmo. My kingdom for a left-handed can opener!
C. Montgomery Burns,"The world has turned has it not my tin-plated friend? Look at you -- you, who were once so proud -- Feel the wrath of the left hand of Burns!"
C. Montgomery Burns,"The boys at the Diners Club will think I've gone quite mad. Oh, and I'll have that roadster in the corner as well."
C. Montgomery Burns,Thank God we live in a country so hysterical over crime that a ten-year-old child can be tried as an adult.
C. Montgomery Burns,"Ah, Monday morning. Time to pay for your two days of debauchery, you hung-over drones."
C. Montgomery Burns,"Well, Smithers, don't you know how to paint the town red."
C. Montgomery Burns,"Well, a bit overly familiar, but I'll allow it. I took in a movie. An appalling little piece of filth. Its leading lady was a blonde harlot who spent half the film strolling around naked as a jaybird."
C. Montgomery Burns,"Just give the great unwashed a pair of oversized breasts and a happy ending, and they'll 'oink' for more every time."
C. Montgomery Burns,"Call me old-fashioned, but movies were sexier when the actors kept their clothes on. Vilma Banky could do more for me with one raised eyebrow than an entire..."
C. Montgomery Burns,"Oh hello, Kent. Right now, skilled nuclear energy technicians are calmly correcting a minor, piffling malfunction."
C. Montgomery Burns,"But, I can assure you and the public that there is absolutely no danger whatsoever --"
C. Montgomery Burns,"Oh, meltdown is one of those annoying buzzwords. I prefer to call it an unrequested fission surplus."
C. Montgomery Burns,"Oh, hot dog. Thank you for making my last few moments on earth socially awkward."
C. Montgomery Burns,"Oh, Smithers, I guess there's nothing left but to kiss my sorry butt good-bye!"
C. Montgomery Burns,"Yes, we've isolated the problem and wouldn't you know? False alarm. It seems a single wayward crow flew into our warning system."
C. Montgomery Burns,"Excellent. Well, ""ta"". Hmmm, Smithers, I can still sell 'em snake oil. Now bring me a wine spritzer -- and don't be stingy with the vino."
C. Montgomery Burns,"So, Smithers, it seems you've underestimated one Homer Simpson... our next Employee-of-the-Month."
C. Montgomery Burns,"Smithers, you bean counter, give it up! Simpson's my man!"
C. Montgomery Burns,"Now, now. That will do. Homer, for your bravery and skill, we award you this ham, this plaque, this discount coupon book, and my own personal thumbs up!"
C. Montgomery Burns,"And to insure your immortality, your heroic visage will be added to our Wall of Fame... Oh, and uh, what's this? A congratulatory phone call from Earvin ""Magic"" Johnson."
C. Montgomery Burns,"Ah Simpson! There's someone I want you to meet. Aristotle Amadopolis, owner of the Shelbyville Nuclear Power facility."
C. Montgomery Burns,It seems Ari's been having terrible worker problems at Shelbyville.
C. Montgomery Burns,We want you to give them a pep talk that turns them from a bunch of donut-eating goof-offs into a pack of Homer Simpsons.
C. Montgomery Burns,"Oh cut the false modesty, it's getting tiresome. Besides, it's your duty. Employee of the Month isn't all ham and plaques."
C. Montgomery Burns,"Well! Smithers, how kind of you to pay us a visit."
C. Montgomery Burns,Little do they realize their days of suckling at my teat are numbered.
C. Montgomery Burns,"You know Smithers, I've always despised the laziness of the common worker. Then I realized his spirit was willing, but the flesh was weak. So I replaced the flesh -- which is weak -- with steel, which is strong. Behold, the greatest breakthrough in labor relations since the cat o' nine tails."
C. Montgomery Burns,"Keep your pants on, Smithers. First, we need... The human brain."
C. Montgomery Burns,I don't know. I feel like a kid in a candy store.
C. Montgomery Burns,"Hello! An open grave. Smithers, get him out quickly, the stench is overpowering."
C. Montgomery Burns,"No, I didn't. Who is it? Frankenstein? The Booger Man?"
C. Montgomery Burns,"Damn it, Smithers. This isn't rocket science, it's brain surgery."
C. Montgomery Burns,"Look, Smithers, a twitch... it's moving. It's alive! Oh, that fellow at Radio Shack said I was mad... well who's mad now?!"
C. Montgomery Burns,"It wasn't suppose to be this way. It was supposed to be a thing of beauty, not this abomination."
C. Montgomery Burns,"Oh Smithers, I was wrong to play god. Life is precious, not a thing to be toyed with. Now, take out that brain and flush it down the toilet."
C. Montgomery Burns,"Oh, Smithers, when you look at me with those puppy dog eyes... all right."
C. Montgomery Burns,"Oh you're right, Smithers. I guess I owe you a coke."
C. Montgomery Burns,"And as for you, you clinking, clattering, cacophony of colligenous cogs and camshafts, take that."
C. Montgomery Burns,"Every bone... shattered... organs... leaking vital fluids. Slight headache... loss of appetite. Smithers, I'm going to die."
C. Montgomery Burns,"Well, perhaps. Smithers go to my office. In the third drawer of my desk are surgical tools and some ether..."
C. Montgomery Burns,Perhaps you're wondering why you have two heads? Well my body was crushed so I had my head grafted on to or shall we say ample frame.
C. Montgomery Burns,"But Homer, tonight's our reception for Queen Beatrice of the Netherlands."
C. Montgomery Burns,"It's a hobby. I'm not in this for any personal gain, heavens no. By the way, are you acquainted with our state's stringent usury laws?"
C. Montgomery Burns,"Silly me, I must have just made up a word that doesn't exist. Now, what is the purpose of this loan?"
C. Montgomery Burns,"Isn't that cute? Smithers, he's planning on joining the horsey set. That is it, isn't it? You're not planning to eat it?"
C. Montgomery Burns,"Oh Smithers, let's not be so cold. His spirit is my collateral. Just sign this form and the money will be yours."
C. Montgomery Burns,"Sorry, I was just, uh, thinking of something funny Smithers did today."
C. Montgomery Burns,"A lovely promise, but one beyond the powers of a mere shampoo."
C. Montgomery Burns,"Snappy, do you it's hard to imagine, but I was once a barefoot boy with cheek of tan. I dreamed of grand slam homeruns and wiping out nations with the stroke of a pen."
C. Montgomery Burns,"Is there? Controlled nuclear fission is a demanding mistress, Snappy."
C. Montgomery Burns,"Yes, yes, exactly! You know, maybe it's time I sold the old girl."
C. Montgomery Burns,You'll see the Statue of Liberty wearing lederhosen before you see Germans running my plant!
C. Montgomery Burns,So I can look Uncle Fritz square in the monocle and say nein.
C. Montgomery Burns,"Now, don't worry. I think you'll find that these two gentlemen are as American as apple pie! Hans and Fritz, well that's just John and Frank!"
C. Montgomery Burns,I wanted to give you something to remember me by. I know you've always had your eye on this photo of Elvis and me.
C. Montgomery Burns,"Yes, but I couldn't understand a word that man said. Misht Burnsh, dajna boo mafrn friszner... er hound-dog."
C. Montgomery Burns,"Well, first I'll get that new hip I've been hankering for. Then, who knows? Bee keeping, boxing, bache ball?... The world is my oyster, Smithers. Farewell!"
C. Montgomery Burns,"Listen, Smithers, you caught me at a bad time but my folk guitar class has been canceled for tonight. Would you like to get together for a drink?"
C. Montgomery Burns,"That's right... gather the nectar, my little drones, and make the honey. Honey for your children."
C. Montgomery Burns,"Just a second, Smithers. Let me introduce you to the gang. That's Buzz. That's Honey. And you see that queen over there? Her name is ""Smithers."""
C. Montgomery Burns,"Ah, the mirthless laugh of the damned. Hold your nose, Smithers, we're going in!"
C. Montgomery Burns,"Watch me blend in. Barkeep, some cheap domestic beer for me and my ""buddy"" here."
C. Montgomery Burns,What good is money if you can't inspire terror in your fellow man? I've got to get my plant back!
C. Montgomery Burns,"This is my offer. I think you'll find it's most unfair, but those are the breaks."
C. Montgomery Burns,"Ooh, the Germans are mad at me. I'm so scared. Ooh, the Germans."
C. Montgomery Burns,"Uh-oh, the Germans are comin' to get me. Oh, don't let the Germans come after me... Oh no, the Germans are coming after me. Oh, no, they're so big and strong..."
C. Montgomery Burns,"You too. This is a place of business, not a Peewee flop house!"
C. Montgomery Burns,Restore my office. Cancel all repairs. And rehire that chap who sassed me in the bar.
C. Montgomery Burns,"Smithers. I keep my friends close and my enemies even closer. He'll slowly regain his confidence as the months and years drift by, blissfully unaware that the sword of Damocles is dangling just above his head."
C. Montgomery Burns,And then one day... when he least expects it --
C. Montgomery Burns,"Ironic, isn't it. The hunter has become the hunted. Oh God, Smithers, I feel so alive."
C. Montgomery Burns,"Hold the phone, Smithers... I like your attitude. Feisty yet spineless."
C. Montgomery Burns,I don't care. I haven't been this impressed since I first laid eyes on a young boot-lick named Waylon Smithers.
C. Montgomery Burns,"Did you hear that, Ari? My boys need only to thump your tub and the title is ours."
C. Montgomery Burns,"Oh, if we're going to bet, why don't we make it interesting?"
C. Montgomery Burns,"Oh, did you say a million? I'm... I'm sorry, my mind was elsewhere. I thought you would start with a small amount, then we would bait each other and... well, you know how it goes. Yes... certainly, a million will be fine."
C. Montgomery Burns,"Smithers, I've been thinking. Is it wrong to cheat in order to win a million dollar bet?"
C. Montgomery Burns,Let me rephrase that. Is it wrong if I cheat in order to win a million dollar bet?
C. Montgomery Burns,"No, Smithers. I've decided to bring in a few ringers. Professional baseballers."
C. Montgomery Burns,"We'll give them token jobs at the plant and have them play on our softball team. Honus Wagner, Cap Anson, Mordecai ""Three Finger"" Brown..."
C. Montgomery Burns,"Damnation! All right, find me some good players. Living players! Scour the professional ranks. The American League. The National League. The Negro Leagues."
C. Montgomery Burns,And now I'd like to introduce the new members of our happy power plant family. Our new security guard... Roger Clemens...
C. Montgomery Burns,"Our new, well uh, we'll make up jobs for these fellows later... Please say hello to Steve Sax, Don Mattingly, Darryl Strawberry, Ozzie Smith, Mike Scioscia, and Jose Canseco."
C. Montgomery Burns,"Oh, by the way, you new fellows, there's a sign up sheet for the company softball team on the bulletin board over there. Eh, just in case you wish to play."
C. Montgomery Burns,One more outburst like that and I'll send you back to the big leagues!
C. Montgomery Burns,"As your new manager, I want to say this up front. No one is assured a spot in the starting line-up. I don't care if your name is Steve Sax, Darryl Strawberry, or... Smithers, what's one of the bad players' names?"
C. Montgomery Burns,"Secondly, instead of beer, from now on you will all be drinking this!"
C. Montgomery Burns,"It's a brain and nerve tonic. Rich in proteids and electromagnetic juices. It promotes robust health. Of course, it has been known to cause gigantism, but only in rare cases. Try some."
C. Montgomery Burns,"Excellent. Now, let's begin our training, shall we? Smithers -- the medicine balls."
C. Montgomery Burns,"Oh, I don't know. Throw it on the pile, I suppose."
C. Montgomery Burns,"Put a lid on it, Simpson. There's no ""I"" in ""team""."
C. Montgomery Burns,"Tomorrow is the biggest day of your lives. The Shelbyville game. So lights out at seven-thirty and abstain from coffee, tea, and cola drinks. Make no mistake, they pack a wallop."
C. Montgomery Burns,"Yes. Now, before I post the starting line-up I want to assure those of you whose names are not on the list, that I'm very disappointed in you. Something was lacking, let's call it heart."
C. Montgomery Burns,"Smithers, there's no way I can lose this bet. Unless, of course, my nine all-stars fall victim to nine separate misfortunes and are unable to play tomorrow. But that will never happen. Three misfortunes, that's possible. Seven misfortunes, there's an outside chance. But nine misfortunes... I'd like to see that."
C. Montgomery Burns,"Mattingly, for the last time, get rid of those sideburns!"
C. Montgomery Burns,"Smithers, it's almost game time. Where the devil are my ringers?"
C. Montgomery Burns,"You, look what you've done! My starting pitcher thinks he's a chicken! Make no mistake, I'm going to report this to the American Hypnotical Association."
C. Montgomery Burns,"Oh well, I guess it's not your fault... you did a good job."
C. Montgomery Burns,"Mattingly, I thought I told you to trim those sideburns. Go home! You're off the team! For good!"
C. Montgomery Burns,"All right, you rag-tag bunch of misfits. You hate me, and I hate you even more. But without my beloved ringers, you're all I've got. So I want you to remember some inspiring things that someone else may have told you in the course of your lives, and go out there and win!"
C. Montgomery Burns,The man who plays your position is still here. Hit the pine.
C. Montgomery Burns,"All right, Monty, it's up to you managerial skills. What to do. Smithers, massage my brain."
C. Montgomery Burns,"All right, tie game. Bottom of the ninth, two outs, bases loaded, Strawberry coming up..."
C. Montgomery Burns,Wait! You! Strawberry! Good effort today. Take a lap and hit the showers. I'm putting in a right-handed batter to hit for you.
C. Montgomery Burns,"Yes. You see, you're a left-hander. And so is the pitcher. If I send up a right-handed batter, it's called playing the percentages. It's what smart managers do to win ballgames."
C. Montgomery Burns,You should be very proud of yourself. Sit down! Simpson! You're batting for Strawberry.
C. Montgomery Burns,If I tug the bill of my cap like so...
C. Montgomery Burns,"However, I can take that off by dusting my hands thusly."
C. Montgomery Burns,"If I want you to bunt, I will touch my belt buckle not once, not twice, but thrice..."
C. Montgomery Burns,"Smithers, it's almost game time. Where the devil are my ringers?"
C. Montgomery Burns,"What makes a man endanger his job, and yes, even his life, by asking me for money?"
C. Montgomery Burns,"Nonsense! Dogs are idiots. Think about it, Smithers. If I came into your house and started sniffing at your crotch and slobbering all over your face, what would you say?"
C. Montgomery Burns,"Yes, well, it does sound like fun. I can't wait to start pawing through my garbage like some starving raccoon."
C. Montgomery Burns,"Release the hounds. Well, neighbor I see you've got your running shoes on. That's a good thing."
C. Montgomery Burns,"Ah yes, I'll never forget the day he bagged his first hippie. That young man didn't think it was too ""groovy."""
C. Montgomery Burns,I'm looking for something in an attack dog. One who likes the sweet gamy tang of human flesh.
C. Montgomery Burns,Why here's the fellow! Wiry... fast... firm proud buttocks. Reminds me of me.
C. Montgomery Burns,"Now! As an attack dog, you'll be expected to neutralize intruders."
C. Montgomery Burns,If that were a real Girl Scout I'd have been bothered by now.
C. Montgomery Burns,Now here's a film that will turn you into a vicious souless killer. Enjoy.
C. Montgomery Burns,"Before you begin, let me make one thing clear to you. I want your legal advice. I even pay for it. But to me you're all vipers. You live on personal injury. You live on divorces. You live on pain and misery...... but I'm rambling. Anybody want any coffee?"
C. Montgomery Burns,"Want it black, don't you? Black like your heart! It's so hard for me to listen to you, I hate you all so much... I'm sorry. It's my problem. I'll deal with it. Please continue."
C. Montgomery Burns,"Oh, brilliant. A cash settlement. I could have figured that out, you button-down maggot."
C. Montgomery Burns,"Ah, Simpson, you big virile son-of-a- gun. How would you like a check for two-thousand dollars?"
C. Montgomery Burns,"All right, well, it just explains that you've won -- yes, that's it -- won the first annual... uh... Montgomery Burns... uh... Award for... a-a-a Outstanding Achievement in...a-a th... th.. the field of... uh, Excellence!"
C. Montgomery Burns,Yess... that was Bonita De Wolf and the Springfield Nuclear Plant Soft Shoe Society.
C. Montgomery Burns,"And now to present the award, here's former heavyweight champion, Smokin' Joe Frazier."
C. Montgomery Burns,"Well, you'd be a welcome change of pace from the rest of these crude and uncouth sailors."
C. Montgomery Burns,"He's either a fifty foot prehistoric ape, or a tourist trap concocted by the ape island jaycees. Either way, we're going ashore."
C. Montgomery Burns,"Of course. We wouldn't think of going without the bait... uh, that is, the bait-thing beauty -- The bathing beauty. I covered that up pretty well."
C. Montgomery Burns,"Uh, he's saying, ""We wouldn't dream of sacrificing the blue-haired woman!"""
C. Montgomery Burns,"Smithers, this is a golden opportunity. If we get him alive we can put him on Broadway. Dead, we'll sell monkey stew to the Army!"
C. Montgomery Burns,"Now, we don't want to kill him, shoot him around the groin and belly."
C. Montgomery Burns,"All right, you big ape, get a snootful of this gas bomb."
C. Montgomery Burns,"Nice work, Smithers. When we get back, I'm giving you a raise."
C. Montgomery Burns,"Well, the ape's going to stand around for three hours or so. Then we'll close with the ethnic comedy of Douggan an Dershowitz."
C. Montgomery Burns,"Ladies and gentlemen, in his native land he was a king. But he comes before you in chains, for your own amusement. Presenting Homer, the Eighth Wonder of the World!"
C. Montgomery Burns,"I am dreading the reviews, I can tell you that."
C. Montgomery Burns,"No, but his career is. I remember when Al Jolson ran amok at the Winter Garden and climbed the Chrysler Building. After that, he couldn't get arrested in this town."
C. Montgomery Burns,"Tonight, we've all come to honor a close friend of ours..."
C. Montgomery Burns,"A man who provided the Burns Corporation with forty-five years of faithful service, Mr. Jack Marley."
C. Montgomery Burns,"Oh, me, me, me ""I need all the attention just because it's my party, eh!"""
C. Montgomery Burns,"With the departure of Mr. Marley, there will now be an entry-level position open in Sector 7G. Now get out. The bar is closed."
C. Montgomery Burns,"That woman -- she's so captivating. Smithers, my heart's pounding like a jackhammer."
C. Montgomery Burns,"I must have her. Smithers, zoom in. Closer... Closer... closer, damn it!"
C. Montgomery Burns,No need for alarm. I just came to give you the orchids and fragrant bath oils I lavish upon all my employees.
C. Montgomery Burns,It's working! It's working! And the healthy snacks are on their way.
C. Montgomery Burns,"Marge, I'm giving you a raise and a new office... right next to mine."
C. Montgomery Burns,"Don't worry Smithers, I'm putting you where the action is."
C. Montgomery Burns,"I dreamed about her again last night, Smithers. You know that dream where you're in bed and they fly in through the window?"
C. Montgomery Burns,"Yes, well, Smithers, I want you to arrange a party for two at my estate. Marge, me, and do you think you could dig up Al Jolson?"
C. Montgomery Burns,"Oh, that's right, he's dead. And rather pungent. The rest of that night is something I'd like to forget. All right, then. Bring me that crooner she likes so much... Tom Jones."
C. Montgomery Burns,"Actually, I was wondering if you were free for a little get-together tonight. Dinner, dancing and ... Mr. Tom Jones."
C. Montgomery Burns,"You... have a husband? Yes, I can picture him now... rugged good looks... sweater knotted about his shoulders... curly locks shining in the sun like spun gold..."
C. Montgomery Burns,You don't have to sue me to get my pants off.
C. Montgomery Burns,"Why, Marge, look at all those flies buzzing around your head -- you're a mess, woman ."
C. Montgomery Burns,"Homer, I want you to show this woman the time of her life."
C. Montgomery Burns,"Look at that pig stuffing his face with donuts on my time. That's right, keep eating. Little do you know you're drawing ever closer to the poisoned donut. There is a poisoned one isn't there, Smithers?"
C. Montgomery Burns,"Relax, Simpson. I just brought you in here for a friendly, ""Hello."""
C. Montgomery Burns,"But wait, perhaps I'm being too hasty. You are highly skilled... at goofing off!"
C. Montgomery Burns,"Now don't worry, Homer. You're the kind of guy I could really dig. A grave for. Your indolence is inefficacious!"
C. Montgomery Burns,"No, all those bald children are arousing suspicion -- to the park!"
C. Montgomery Burns,"Oh, and uh, I'll take that statue of Justice too."
C. Montgomery Burns,"Hello. My name is Mr. Snrub, and I come from... eh, someplace far away. Yes, that will do. Anyway, I-I say we invest that money back in the nuclear plant."
C. Montgomery Burns,"Well let's look at the contract ourselves. Benefits... perks... a green cookie on St. Patrick's Day? Oh, it didn't used to be this way, Smithers. No, it didn't used to be this way at all..."
C. Montgomery Burns,"If only we had listened to that boy, instead of walling him up in the abandoned coke oven. Well, I'm going to avenge my grandfather. We'll take on that greedy union and get back our..."
C. Montgomery Burns,"Hmm, he's a worthy foe. Look at him, Smithers. Exercising away while the others are off at the candy machine."
C. Montgomery Burns,"We don't have to be adversaries, Homer. We both want a fair union contract."
C. Montgomery Burns,"I mean, if I should slip something into your pocket, what's the harm?"
C. Montgomery Burns,"Ah, Homer! I hope Crusher and Low Blow didn't hurt you."
C. Montgomery Burns,"Oh yes, but the telephone is so impersonal. I prefer the hands-on touch you only get with hired goons."
C. Montgomery Burns,This is a thousand monkeys working at a thousand typewriters. Soon they'll have written the greatest novel known to man.
C. Montgomery Burns,"Let's see. ""It was the best of times. It was the blurst of times?"" You stupid monkey!"
C. Montgomery Burns,"Yes, I really should stop ending the tour with it."
C. Montgomery Burns,"Now, Homer, I know what you're thinking and I want to take the pressure off."
C. Montgomery Burns,"It doesn't take a whiz to see that you're looking out for number one. Well, listen to me and you'll make a big splash very soon."
C. Montgomery Burns,"Well, you've won this round Simpson, but I'll grind you into the earth like a bug!"
C. Montgomery Burns,"Simpson, be a dear and rub my legs till the feeling comes back."
C. Montgomery Burns,"Smithers, get me some strike breakers like the kind they had in the 30's."
C. Montgomery Burns,"Oooo, look at him strutting around like he's cock of the walk. Well, let me tell you, Homer Simpson is cock of nothing. Why you and I can run this plant ourselves."
C. Montgomery Burns,"Yes, thank you, Kent. Fifteen minutes from now I will wreak a terrible vengeance on this city. No one will be spared. No one!"
C. Montgomery Burns,"Look at them all, through the darkness I'm bringing. They're not sad at all, they're actually singing! They sing without juicers! They sing without blenders! They sing without flunjers, capdabblers and smendlers! Tell Simpson I'm ready to deal"
C. Montgomery Burns,All right! You can even have the dental plan!... On one condition. You must resign as head of the union.
C. Montgomery Burns,"Smithers, I'm beginning to think that Homer Simpson was not the brilliant tactician I thought he was."
C. Montgomery Burns,This man is costing my health plan five thousand dollars a day. I demand that he die with dignity.
C. Montgomery Burns,"You have no idea, woman, what that man's put me through."
C. Montgomery Burns,"Smithers, this plague doesn't scare me. I've constructed a germ-free chamber for myself. Not a single microbe can get in or out."
C. Montgomery Burns,Huh? What? How dare you disturb me during nap time!
C. Montgomery Burns,"There must be some mistake. We, uh, we make cookies here. Mr. Burns' old fashioned, good time, extra chewy..."
C. Montgomery Burns,The watchdog of public safety. Is there any lower form of life?
C. Montgomery Burns,"Yes, he's in Geneva, chairing a conference on Nuclear Fission. Yes, that should stick."
C. Montgomery Burns,"Oh, very well, it's time for your bribe. Now you can either have the washer and dryer where the lovely Smithers is standing..."
C. Montgomery Burns,Or you can trade it all in for what's in this box.
C. Montgomery Burns,"Is that so? Well I have the feeling you'll be ""dropping"" the charges..."
C. Montgomery Burns,"Hello, Simpson. My lawyers and I were in the neighborhood and thought we'd stop by."
C. Montgomery Burns,"Remember, your job and the future of your family hinges on your successful completion of Nuclear Physics 101."
C. Montgomery Burns,"Oh, and one more thing. You must find the jade monkey before the next full moon."
C. Montgomery Burns,"Don't worry, Simpson, it just so happens I have a chair at Springfield University..."
C. Montgomery Burns,"I see. Well, you know, fellas, I look at the admissions board a lot like a baseball team. You all like baseball, don't you?"
C. Montgomery Burns,"Yes, well, to have a successful baseball club, you need teamwork. Not some hot dog admissions officer playing by his own rules."
C. Montgomery Burns,"Smithers, dismember the corpse and send his widow a corsage."
C. Montgomery Burns,"Bobo! Bo-Bo! Oh, it's you. The bedpan's under my pillow."
C. Montgomery Burns,Bobo? I meant Lobo. Sheriff Lobo. They never should have canceled that show.
C. Montgomery Burns,"That man who's getting all those laughs, Smithers. Who is he?"
C. Montgomery Burns,I want this Simpson fellow to perform comedy at my party. I must harness his fractured take on modern life.
C. Montgomery Burns,"Liar! I'll give you the thrashing of a lifetime! Resistance is futile. Oh God, how I only want my bear. But he's gone. Gone forever. I'd give anything to know what happened to him."
C. Montgomery Burns,Bobo! My beautiful Bobo! I promise I'll never leave you behind again.
C. Montgomery Burns,"Ah, yes. Naturally I can't pay you much of a reward because... I'm strapped for cash."
C. Montgomery Burns,"As you can see, this old place is falling apart. But I'm sure we can come to an understanding."
C. Montgomery Burns,"Don't worry, Smithers, he's playing hard ball now. But it won't take him long to crack."
C. Montgomery Burns,"Excellent shot, Smithers. I'll be squeezing my Bobo in no time."
C. Montgomery Burns,"As you can see, Simpson, I've taken over all seventy-eight channels. And you won't see any of your favorite shows again until you give in."
C. Montgomery Burns,What's that you say? You can live without television as long as you have beer?
C. Montgomery Burns,"Wrong. All beer trucks heading towards Springfield have been diverted. This town will be as dry as a bone. And if the rest of you beer swilling tube jockeys out there have a problem with this, talk to Homer Simpson."
C. Montgomery Burns,"Well, Maggie, I've given this a lot of thought. I'm sure we can come to some sort of agreement."
C. Montgomery Burns,"Okay, Maggie, you win. But I want you to do something for me. Hang on to that bear. Don't make the same mistake I made."
C. Montgomery Burns,"For me? Bobo? Smithers, I'm so happy. Something amazing has happened. I'm actually happy. Take a note. From now on, I'm only going to be good and kind to everyone."
C. Montgomery Burns,"Ah, Bobo reunited at last. But I can't help but wonder what the future holds for you. Ah, yes. Wonder..."
C. Montgomery Burns,"Bobo I know I say this every century, but I'll never leave you behind again."
C. Montgomery Burns,Hmm... Who's that goat-legged fellow? I like the cut of his jib.
C. Montgomery Burns,"Welcome, come in. Ah, fresh victims for my ever-growing army of the undead."
C. Montgomery Burns,Ooh sounds delish. Let me just toss some jeans on and... Wait a minute! Who is this?!
C. Montgomery Burns,"I feel like such a free spirit. And I'm really enjoying this so-called ""iced cream."""
C. Montgomery Burns,"Why that's a fabulous idea. Anything else you'd like? How about real lead in the radiation shields? Urinal cakes maybe? Smithers, throw this at him."
C. Montgomery Burns,"Yes, well, find someone cheap. It's been a very lean year for us."
C. Montgomery Burns,"Excellent, Zutroy. Work hard and each day you'll get a shiny penny."
C. Montgomery Burns,That's preposterous. Zutroy here is as American as apple pie.
C. Montgomery Burns,"All right, I'll bring in a woman. But I still stand by my hiring policies."
C. Montgomery Burns,"Look at those two inseparable chums, Smithers. That's exactly the teamwork we'd like to showcase at this year's Energy Convention."
C. Montgomery Burns,Well no one else seems to share the same spirit of camaraderie.
C. Montgomery Burns,"Thank you so much for visiting our plant, Dr. Kissinger."
